_group_key,input_reactants,input_reagents,product_1_canonical_smiles,product_2_canonical_smiles,input_boronic_acid,input_sulfonamide,input_base,input_catalyst,input_solvent,_group_key_sampled,_subset_file,_subset_order,umap_x,umap_y
Cc1cc(CS(N)(=O)=O)no1,COc1ccc(B(O)O)cc1.Cc1cc(CS(N)(=O)=O)no1,CCN(C(C)C)C(C)C.CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].ClCCCl,COc1ccc(NS(=O)(=O)Cc2cc(C)on2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)Cc2cc(C)on2)cc1,COc1ccc(B(O)O)cc1,Cc1cc(CS(N)(=O)=O)no1,CCN(C(C)C)C(C)C,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClCCCl,COc1ccc(B(O)O)cc1.Cc1cc(CS(N)(=O)=O)no1,train_rows_250.csv,3,-11.243039,16.425266
COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,COc1ccc(B(O)O)cc1.COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,CCN(CC)CC.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CCOC(C)=O,COC(=O)c1cc(Br)cc(S(=O)(=O)Nc2ccc(OC)cc2)c1,COC(=O)c1cc(Br)cc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)c1,COc1ccc(B(O)O)cc1,COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,CCN(CC)CC,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CCOC(C)=O,COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1.COc1ccc(B(O)O)cc1,train_rows_250.csv,3,3.4070902,-7.7222314
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,COc1ccc(B(O)O)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=P([O-])([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+],COc1ccc(NS(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)cc1,COc1ccc(B(O)O)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC#N,COc1ccc(B(O)O)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,train_rows_250.csv,3,12.074544,-8.282555
CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,COc1ccc(B(O)O)cc1.CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,CCN(CC)CC.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],COc1ccc(NS(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,COc1ccc(B(O)O)cc1,CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,CCN(CC)CC,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC#N,CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1.COc1ccc(B(O)O)cc1,train_rows_250.csv,3,-0.50126624,11.471505
N#CCCCS(N)(=O)=O,COc1ccc(B(O)O)cc1.N#CCCCS(N)(=O)=O,O=C([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+],COc1ccc(NS(=O)(=O)CCCC#N)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)CCCC#N)cc1,COc1ccc(B(O)O)cc1,N#CCCCS(N)(=O)=O,O=C([O-])[O-].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC#N,COc1ccc(B(O)O)cc1.N#CCCCS(N)(=O)=O,train_rows_250.csv,3,8.8876295,24.82299
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,CN(C)c1ccncc1.CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].ClCCCl,COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc2c(c1)CCC2,CN(C)c1ccncc1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClCCCl,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,train_rows_250.csv,3,-18.524477,-11.089925
CN(C)CCS(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1.CN(C)CCS(N)(=O)=O,CCN(C(C)C)C(C)C.CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CC#N,CN(C)CCS(=O)(=O)Nc1ccc(C(F)(F)F)cc1,CN(C)CCS(=O)(=O)N(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,OB(O)c1ccc(C(F)(F)F)cc1,CN(C)CCS(N)(=O)=O,CCN(C(C)C)C(C)C,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC#N,CN(C)CCS(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_250.csv,3,21.252384,17.259146
Cc1cc(CS(N)(=O)=O)no1,COc1ccc(B(O)O)cc1.Cc1cc(CS(N)(=O)=O)no1,O=P([O-])([O-])[O-].[K+].CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CC#N,COc1ccc(NS(=O)(=O)Cc2cc(C)on2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)Cc2cc(C)on2)cc1,COc1ccc(B(O)O)cc1,Cc1cc(CS(N)(=O)=O)no1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC#N,COc1ccc(B(O)O)cc1.Cc1cc(CS(N)(=O)=O)no1,train_rows_250.csv,3,-11.228926,16.375793
CN(C)CCS(N)(=O)=O,COc1ccc(B(O)O)cc1.CN(C)CCS(N)(=O)=O,O=C([O-])[O-].[K+].CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CCOC(C)=O,COc1ccc(NS(=O)(=O)CCN(C)C)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)CCN(C)C)cc1,COc1ccc(B(O)O)cc1,CN(C)CCS(N)(=O)=O,O=C([O-])[O-].[K+].[K+],CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CCOC(C)=O,CN(C)CCS(N)(=O)=O.COc1ccc(B(O)O)cc1,train_rows_250.csv,3,-0.23063603,29.198391
NS(=O)(=O)CCc1ccccc1,COc1ccc(B(O)O)cc1.NS(=O)(=O)CCc1ccccc1,CN(C)c1ccncc1.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],COc1ccc(NS(=O)(=O)CCc2ccccc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)CCc2ccccc2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)CCc1ccccc1,CN(C)c1ccncc1,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC#N,COc1ccc(B(O)O)cc1.NS(=O)(=O)CCc1ccccc1,train_rows_250.csv,3,-30.093029,8.896592
COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,OB(O)c1ccc(C(F)(F)F)cc1.COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CO,COC(=O)c1cc(Br)cc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)c1,COC(=O)c1cc(Br)cc(S(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)c1,OB(O)c1ccc(C(F)(F)F)cc1,COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_250.csv,3,-1.2970793,-18.697325
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CCOC(C)=O,COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc2c(c1)CCC2,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CCOC(C)=O,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,train_rows_250.csv,3,-18.65522,-11.149387
CCOC(=O)c1ccccc1S(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1.CCOC(=O)c1ccccc1S(N)(=O)=O,CN(C)c1ccncc1.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CO,CCOC(=O)c1ccccc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1,CCOC(=O)c1ccccc1S(=O)(=O)N(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,OB(O)c1ccc(C(F)(F)F)cc1,CCOC(=O)c1ccccc1S(N)(=O)=O,CN(C)c1ccncc1,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,CCOC(=O)c1ccccc1S(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_250.csv,3,20.439037,-5.612257
CCOC(=O)c1ccccc1S(N)(=O)=O,COc1ccc(B(O)O)cc1.CCOC(=O)c1ccccc1S(N)(=O)=O,O=P([O-])([O-])[O-].[K+].CC(=O)[O-].[Cu+2].CCOC(C)=O,CCOC(=O)c1ccccc1S(=O)(=O)Nc1ccc(OC)cc1,CCOC(=O)c1ccccc1S(=O)(=O)N(c1ccc(OC)cc1)c1ccc(OC)cc1,COc1ccc(B(O)O)cc1,CCOC(=O)c1ccccc1S(N)(=O)=O,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],CCOC(C)=O,CCOC(=O)c1ccccc1S(N)(=O)=O.COc1ccc(B(O)O)cc1,train_rows_250.csv,3,-11.942899,-13.478544
N#CCCCS(N)(=O)=O,COc1ccc(B(O)O)cc1.N#CCCCS(N)(=O)=O,O=P([O-])([O-])[O-].[K+].O=S(=O)([O-])C(F)(F)F.[Cu+2].ClCCCl,COc1ccc(NS(=O)(=O)CCCC#N)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)CCCC#N)cc1,COc1ccc(B(O)O)cc1,N#CCCCS(N)(=O)=O,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],ClCCCl,COc1ccc(B(O)O)cc1.N#CCCCS(N)(=O)=O,train_rows_250.csv,3,8.90656,24.841255
CN(C)CCS(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1.CN(C)CCS(N)(=O)=O,O=P([O-])([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+].ClCCCl,CN(C)CCS(=O)(=O)Nc1ccc(C(F)(F)F)cc1,CN(C)CCS(=O)(=O)N(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,OB(O)c1ccc(C(F)(F)F)cc1,CN(C)CCS(N)(=O)=O,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClCCCl,CN(C)CCS(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_250.csv,3,21.196198,17.315378
NS(=O)(=O)CCc1ccccc1,COc1ccc(B(O)O)cc1.NS(=O)(=O)CCc1ccccc1,O=P([O-])([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CO,COc1ccc(NS(=O)(=O)CCc2ccccc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)CCc2ccccc2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)CCc1ccccc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,COc1ccc(B(O)O)cc1.NS(=O)(=O)CCc1ccccc1,train_rows_250.csv,3,-30.030476,8.853667
CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,COc1ccc(B(O)O)cc1.CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CO,COc1ccc(NS(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,COc1ccc(B(O)O)cc1,CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CO,CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1.COc1ccc(B(O)O)cc1,train_rows_250.csv,3,-0.48908466,11.461003
CN(C)CCS(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1.CN(C)CCS(N)(=O)=O,CCN(CC)CC.O=S(=O)([O-])C(F)(F)F.[Cu+2].CCOC(C)=O,CN(C)CCS(=O)(=O)Nc1ccc(C(F)(F)F)cc1,CN(C)CCS(=O)(=O)N(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,OB(O)c1ccc(C(F)(F)F)cc1,CN(C)CCS(N)(=O)=O,CCN(CC)CC,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CCOC(C)=O,CN(C)CCS(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_250.csv,3,21.203709,17.307848
COCCOc1ccccc1S(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1.COCCOc1ccccc1S(N)(=O)=O,CCN(CC)CC.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],COCCOc1ccccc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1,COCCOc1ccccc1S(=O)(=O)N(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,OB(O)c1ccc(C(F)(F)F)cc1,COCCOc1ccccc1S(N)(=O)=O,CCN(CC)CC,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC#N,COCCOc1ccccc1S(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_250.csv,3,21.007105,2.0380208
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,OB(O)c1ccc(C(F)(F)F)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=C([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CO,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc2)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)N(c3ccc(C(F)(F)F)cc3)c3ccc(C(F)(F)F)cc3)cc2)cc1,OB(O)c1ccc(C(F)(F)F)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=C([O-])[O-].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_250.csv,3,13.272714,-15.259655
CN(C)CCS(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1.CN(C)CCS(N)(=O)=O,CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CO,CN(C)CCS(=O)(=O)Nc1ccc(C(F)(F)F)cc1,CN(C)CCS(=O)(=O)N(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,OB(O)c1ccc(C(F)(F)F)cc1,CN(C)CCS(N)(=O)=O,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CO,CN(C)CCS(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_250.csv,3,21.324377,17.187185
CCOc1ccc(S(N)(=O)=O)cc1OCC,COc1ccc(B(O)O)cc1.CCOc1ccc(S(N)(=O)=O)cc1OCC,CN(C)c1ccncc1.CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CCOC(C)=O,CCOc1ccc(S(=O)(=O)Nc2ccc(OC)cc2)cc1OCC,CCOc1ccc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1OCC,COc1ccc(B(O)O)cc1,CCOc1ccc(S(N)(=O)=O)cc1OCC,CN(C)c1ccncc1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CCOC(C)=O,CCOc1ccc(S(N)(=O)=O)cc1OCC.COc1ccc(B(O)O)cc1,train_rows_250.csv,3,-20.587765,20.59997
N#CCCCS(N)(=O)=O,COc1ccc(B(O)O)cc1.N#CCCCS(N)(=O)=O,O=S(=O)([O-])C(F)(F)F.[Cu+2].CO,COc1ccc(NS(=O)(=O)CCCC#N)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)CCCC#N)cc1,COc1ccc(B(O)O)cc1,N#CCCCS(N)(=O)=O,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CO,COc1ccc(B(O)O)cc1.N#CCCCS(N)(=O)=O,train_rows_250.csv,3,8.701608,24.996225
CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,COc1ccc(B(O)O)cc1.CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,CCN(C(C)C)C(C)C.O=S(=O)([O-])C(F)(F)F.[Cu+2].CC#N,COc1ccc(NS(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,COc1ccc(B(O)O)cc1,CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,CCN(C(C)C)C(C)C,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC#N,CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1.COc1ccc(B(O)O)cc1,train_rows_250.csv,3,-0.61735606,11.593458
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,O=C([O-])[O-].[K+].CC(=O)[O-].[Cu+2].CCOC(C)=O,COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc2c(c1)CCC2,O=C([O-])[O-].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],CCOC(C)=O,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,train_rows_250.csv,3,-18.56802,-11.089789
COC(=O)c1oc(S(N)(=O)=O)cc1C,OB(O)c1ccc(C(F)(F)F)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(CC)CC.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],COC(=O)c1oc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1C,OB(O)c1ccc(C(F)(F)F)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(CC)CC,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC#N,COC(=O)c1oc(S(N)(=O)=O)cc1C.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_250.csv,3,26.138905,-16.84129
NS(=O)(=O)CCc1ccccc1,COc1ccc(B(O)O)cc1.NS(=O)(=O)CCc1ccccc1,O=C([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CO,COc1ccc(NS(=O)(=O)CCc2ccccc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)CCc2ccccc2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)CCc1ccccc1,O=C([O-])[O-].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,COc1ccc(B(O)O)cc1.NS(=O)(=O)CCc1ccccc1,train_rows_250.csv,3,-29.932455,8.739132
NS(=O)(=O)c1cccc(F)n1,OB(O)c1ccc(C(F)(F)F)cc1.NS(=O)(=O)c1cccc(F)n1,CN(C)c1ccncc1.O=S(=O)([O-])C(F)(F)F.[Cu+2].CO,O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1cccc(F)n1,O=S(=O)(c1cccc(F)n1)N(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,OB(O)c1ccc(C(F)(F)F)cc1,NS(=O)(=O)c1cccc(F)n1,CN(C)c1ccncc1,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CO,NS(=O)(=O)c1cccc(F)n1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_250.csv,3,25.566118,7.990757
CCOc1ccc(S(N)(=O)=O)cc1OCC,COc1ccc(B(O)O)cc1.CCOc1ccc(S(N)(=O)=O)cc1OCC,CCN(C(C)C)C(C)C.O=S(=O)([O-])C(F)(F)F.[Cu+2].CO,CCOc1ccc(S(=O)(=O)Nc2ccc(OC)cc2)cc1OCC,CCOc1ccc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1OCC,COc1ccc(B(O)O)cc1,CCOc1ccc(S(N)(=O)=O)cc1OCC,CCN(C(C)C)C(C)C,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CO,CCOc1ccc(S(N)(=O)=O)cc1OCC.COc1ccc(B(O)O)cc1,train_rows_250.csv,3,-20.625748,20.637848
NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,CCN(C(C)C)C(C)C.CC(=O)[O-].[Cu+2].ClCCCl,COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,CCN(C(C)C)C(C)C,CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,train_rows_250.csv,3,-18.435493,-7.0221863
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,COc1ccc(B(O)O)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CC(=O)[O-].[Cu+2].CO,COc1ccc(NS(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)cc1,COc1ccc(B(O)O)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,,CC(=O)[O-].CC(=O)[O-].[Cu+2],CO,COc1ccc(B(O)O)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,train_rows_250.csv,3,12.085381,-8.328595
N#CCCCS(N)(=O)=O,COc1ccc(B(O)O)cc1.N#CCCCS(N)(=O)=O,CN(C)c1ccncc1.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].ClCCCl,COc1ccc(NS(=O)(=O)CCCC#N)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)CCCC#N)cc1,COc1ccc(B(O)O)cc1,N#CCCCS(N)(=O)=O,CN(C)c1ccncc1,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClCCCl,COc1ccc(B(O)O)cc1.N#CCCCS(N)(=O)=O,train_rows_250.csv,3,8.847136,24.926271
COCCOc1ccccc1S(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1.COCCOc1ccccc1S(N)(=O)=O,CCN(CC)CC.CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CCOC(C)=O,COCCOc1ccccc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1,COCCOc1ccccc1S(=O)(=O)N(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,OB(O)c1ccc(C(F)(F)F)cc1,COCCOc1ccccc1S(N)(=O)=O,CCN(CC)CC,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CCOC(C)=O,COCCOc1ccccc1S(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_250.csv,3,21.135563,1.9096282
COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,OB(O)c1ccc(C(F)(F)F)cc1.COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,CCN(C(C)C)C(C)C.CC(=O)[O-].[Cu+2].CCOC(C)=O,COC(=O)c1cc(Br)cc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)c1,COC(=O)c1cc(Br)cc(S(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)c1,OB(O)c1ccc(C(F)(F)F)cc1,COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,CCN(C(C)C)C(C)C,CC(=O)[O-].CC(=O)[O-].[Cu+2],CCOC(C)=O,COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_250.csv,3,-1.1812601,-18.619604
