_group_key,input_reactants,input_reagents,product_1_canonical_smiles,product_2_canonical_smiles,input_boronic_acid,input_sulfonamide,input_base,input_catalyst,input_solvent,_group_key_sampled,_subset_file,_subset_order,umap_x,umap_y
NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,COc1ccc(B(O)O)cc1.NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,Cc1ccncc1.CC(=O)[O-].[Cu+2].ClCCCl,COc1ccc(NS(=O)(=O)Cc2cccc(C(F)(F)F)c2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)Cc2cccc(C(F)(F)F)c2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,Cc1ccncc1,CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,COc1ccc(B(O)O)cc1.NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,train_rows_100.csv,2,2.9413593,20.447245
NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,COc1ccc(B(O)O)cc1.NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,CCN(CC)CC.CC(=O)[O-].[Cu+2].CO,COc1ccc(NS(=O)(=O)Cc2cccc(C(F)(F)F)c2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)Cc2cccc(C(F)(F)F)c2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,CCN(CC)CC,CC(=O)[O-].CC(=O)[O-].[Cu+2],CO,COc1ccc(B(O)O)cc1.NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,train_rows_100.csv,2,3.0038521,20.56716
NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,COc1ccc(B(O)O)cc1.NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,CCN(C(C)C)C(C)C.O=S(=O)([O-])C(F)(F)F.[Cu+2].CC#N,COc1ccc(NS(=O)(=O)Cc2cccc(C(F)(F)F)c2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)Cc2cccc(C(F)(F)F)c2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,CCN(C(C)C)C(C)C,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC#N,COc1ccc(B(O)O)cc1.NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,train_rows_100.csv,2,2.9121788,20.54777
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,COc1ccc(B(O)O)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CCN(C(C)C)C(C)C.CC(=O)[O-].[Cu+2].CCOC(C)=O,COc1ccc(NS(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)cc1,COc1ccc(B(O)O)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CCN(C(C)C)C(C)C,CC(=O)[O-].CC(=O)[O-].[Cu+2],CCOC(C)=O,COc1ccc(B(O)O)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,train_rows_100.csv,2,12.034576,-8.393129
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,OB(O)c1ccc(C(F)(F)F)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=C([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CO,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc2)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)N(c3ccc(C(F)(F)F)cc3)c3ccc(C(F)(F)F)cc3)cc2)cc1,OB(O)c1ccc(C(F)(F)F)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=C([O-])[O-].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_100.csv,2,13.379784,-15.375372
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,COc1ccc(B(O)O)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CCN(CC)CC.CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CC#N,COc1ccc(NS(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)cc1,COc1ccc(B(O)O)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CCN(CC)CC,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC#N,COc1ccc(B(O)O)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,train_rows_100.csv,2,12.094338,-8.3074
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,COc1ccc(B(O)O)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=C([O-])[O-].[K+].O=S(=O)([O-])C(F)(F)F.[Cu+2].CCOC(C)=O,COc1ccc(NS(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)cc1,COc1ccc(B(O)O)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CCOC(C)=O,COc1ccc(B(O)O)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,train_rows_100.csv,2,12.153273,-8.438297
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,OB(O)c1ccc(C(F)(F)F)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CC#N.F[P-](F)(F)(F)(F)F.[Cu+].ClCCCl,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc2)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)N(c3ccc(C(F)(F)F)cc3)c3ccc(C(F)(F)F)cc3)cc2)cc1,OB(O)c1ccc(C(F)(F)F)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClCCCl,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_100.csv,2,13.473654,-15.418823
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,OB(O)c1ccc(C(F)(F)F)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=P([O-])([O-])[O-].[K+].CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CCOC(C)=O,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc2)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)N(c3ccc(C(F)(F)F)cc3)c3ccc(C(F)(F)F)cc3)cc2)cc1,OB(O)c1ccc(C(F)(F)F)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CCOC(C)=O,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_100.csv,2,13.33074,-15.313866
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,COc1ccc(B(O)O)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CCN(C(C)C)C(C)C.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CO,COc1ccc(NS(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)cc1,COc1ccc(B(O)O)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CCN(C(C)C)C(C)C,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,COc1ccc(B(O)O)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,train_rows_100.csv,2,12.045006,-8.408174
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,OB(O)c1ccc(C(F)(F)F)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=P([O-])([O-])[O-].[K+].CC(=O)[O-].[Cu+2].CCOC(C)=O,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc2)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)N(c3ccc(C(F)(F)F)cc3)c3ccc(C(F)(F)F)cc3)cc2)cc1,OB(O)c1ccc(C(F)(F)F)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],CCOC(C)=O,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_100.csv,2,13.30616,-15.303184
Cc1cc(CS(N)(=O)=O)no1,COc1ccc(B(O)O)cc1.Cc1cc(CS(N)(=O)=O)no1,O=P([O-])([O-])[O-].[K+].CC(=O)[O-].[Cu+2].CCOC(C)=O,COc1ccc(NS(=O)(=O)Cc2cc(C)on2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)Cc2cc(C)on2)cc1,COc1ccc(B(O)O)cc1,Cc1cc(CS(N)(=O)=O)no1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],CCOC(C)=O,COc1ccc(B(O)O)cc1.Cc1cc(CS(N)(=O)=O)no1,train_rows_100.csv,2,-11.320796,16.318552
Cc1cc(CS(N)(=O)=O)no1,OB(O)c1ccc(C(F)(F)F)cc1.Cc1cc(CS(N)(=O)=O)no1,CN(C)c1ccncc1.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CO,Cc1cc(CS(=O)(=O)Nc2ccc(C(F)(F)F)cc2)no1,Cc1cc(CS(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)no1,OB(O)c1ccc(C(F)(F)F)cc1,Cc1cc(CS(N)(=O)=O)no1,CN(C)c1ccncc1,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,Cc1cc(CS(N)(=O)=O)no1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_100.csv,2,13.025204,13.415351
Cc1cc(CS(N)(=O)=O)no1,OB(O)c1ccc(C(F)(F)F)cc1.Cc1cc(CS(N)(=O)=O)no1,O=C([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+].ClCCCl,Cc1cc(CS(=O)(=O)Nc2ccc(C(F)(F)F)cc2)no1,Cc1cc(CS(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)no1,OB(O)c1ccc(C(F)(F)F)cc1,Cc1cc(CS(N)(=O)=O)no1,O=C([O-])[O-].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClCCCl,Cc1cc(CS(N)(=O)=O)no1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_100.csv,2,13.020064,13.455988
Cc1cc(CS(N)(=O)=O)no1,COc1ccc(B(O)O)cc1.Cc1cc(CS(N)(=O)=O)no1,CCN(C(C)C)C(C)C.O=S(=O)([O-])C(F)(F)F.[Cu+2].CO,COc1ccc(NS(=O)(=O)Cc2cc(C)on2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)Cc2cc(C)on2)cc1,COc1ccc(B(O)O)cc1,Cc1cc(CS(N)(=O)=O)no1,CCN(C(C)C)C(C)C,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CO,COc1ccc(B(O)O)cc1.Cc1cc(CS(N)(=O)=O)no1,train_rows_100.csv,2,-11.289967,16.4346
Cc1cc(CS(N)(=O)=O)no1,COc1ccc(B(O)O)cc1.Cc1cc(CS(N)(=O)=O)no1,CCN(C(C)C)C(C)C.CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].ClCCCl,COc1ccc(NS(=O)(=O)Cc2cc(C)on2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)Cc2cc(C)on2)cc1,COc1ccc(B(O)O)cc1,Cc1cc(CS(N)(=O)=O)no1,CCN(C(C)C)C(C)C,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClCCCl,COc1ccc(B(O)O)cc1.Cc1cc(CS(N)(=O)=O)no1,train_rows_100.csv,2,-11.293728,16.318607
Cc1cc(CS(N)(=O)=O)no1,OB(O)c1ccc(C(F)(F)F)cc1.Cc1cc(CS(N)(=O)=O)no1,Cc1ccncc1.CC(=O)[O-].[Cu+2].ClCCCl,Cc1cc(CS(=O)(=O)Nc2ccc(C(F)(F)F)cc2)no1,Cc1cc(CS(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)no1,OB(O)c1ccc(C(F)(F)F)cc1,Cc1cc(CS(N)(=O)=O)no1,Cc1ccncc1,CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,Cc1cc(CS(N)(=O)=O)no1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_100.csv,2,12.948041,13.394559
Cc1cc(CS(N)(=O)=O)no1,COc1ccc(B(O)O)cc1.Cc1cc(CS(N)(=O)=O)no1,CN(C)c1ccncc1.O=S(=O)([O-])C(F)(F)F.[Cu+2].CCOC(C)=O,COc1ccc(NS(=O)(=O)Cc2cc(C)on2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)Cc2cc(C)on2)cc1,COc1ccc(B(O)O)cc1,Cc1cc(CS(N)(=O)=O)no1,CN(C)c1ccncc1,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CCOC(C)=O,COc1ccc(B(O)O)cc1.Cc1cc(CS(N)(=O)=O)no1,train_rows_100.csv,2,-11.207402,16.401962
Cc1cc(CS(N)(=O)=O)no1,OB(O)c1ccc(C(F)(F)F)cc1.Cc1cc(CS(N)(=O)=O)no1,O=C([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CO,Cc1cc(CS(=O)(=O)Nc2ccc(C(F)(F)F)cc2)no1,Cc1cc(CS(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)no1,OB(O)c1ccc(C(F)(F)F)cc1,Cc1cc(CS(N)(=O)=O)no1,O=C([O-])[O-].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,Cc1cc(CS(N)(=O)=O)no1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_100.csv,2,12.907189,13.55143
COCCOc1ccccc1S(N)(=O)=O,COc1ccc(B(O)O)cc1.COCCOc1ccccc1S(N)(=O)=O,O=C([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CCOC(C)=O,COCCOc1ccccc1S(=O)(=O)Nc1ccc(OC)cc1,COCCOc1ccccc1S(=O)(=O)N(c1ccc(OC)cc1)c1ccc(OC)cc1,COc1ccc(B(O)O)cc1,COCCOc1ccccc1S(N)(=O)=O,O=C([O-])[O-].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CCOC(C)=O,COCCOc1ccccc1S(N)(=O)=O.COc1ccc(B(O)O)cc1,train_rows_250.csv,3,5.231541,10.96317
N#CCCCS(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1.N#CCCCS(N)(=O)=O,CN(C)c1ccncc1.CC(=O)[O-].[Cu+2].ClCCCl,N#CCCCS(=O)(=O)Nc1ccc(C(F)(F)F)cc1,N#CCCCS(=O)(=O)N(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,OB(O)c1ccc(C(F)(F)F)cc1,N#CCCCS(N)(=O)=O,CN(C)c1ccncc1,CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,N#CCCCS(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_250.csv,3,17.417933,25.416962
NS(=O)(=O)c1cccc(F)n1,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1cccc(F)n1,O=C([O-])[O-].[K+].O=S(=O)([O-])C(F)(F)F.[Cu+2].CO,COc1ccc(NS(=O)(=O)c2cccc(F)n2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2cccc(F)n2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1cccc(F)n1,O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CO,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1cccc(F)n1,train_rows_250.csv,3,9.512041,5.493178
NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,O=P([O-])([O-])[O-].[K+].O=S(=O)([O-])C(F)(F)F.[Cu+2].CO,COc1ccc(NS(=O)(=O)c2cc(Cl)c(F)cc2Cl)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2cc(Cl)c(F)cc2Cl)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CO,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,train_rows_250.csv,3,-5.771316,9.033307
CCOc1ccc(S(N)(=O)=O)cc1OCC,COc1ccc(B(O)O)cc1.CCOc1ccc(S(N)(=O)=O)cc1OCC,O=C([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+].ClCCCl,CCOc1ccc(S(=O)(=O)Nc2ccc(OC)cc2)cc1OCC,CCOc1ccc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1OCC,COc1ccc(B(O)O)cc1,CCOc1ccc(S(N)(=O)=O)cc1OCC,O=C([O-])[O-].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClCCCl,CCOc1ccc(S(N)(=O)=O)cc1OCC.COc1ccc(B(O)O)cc1,train_rows_250.csv,3,-20.619192,20.631285
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,CCN(CC)CC.O=S(=O)([O-])C(F)(F)F.[Cu+2].ClCCCl,COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc2c(c1)CCC2,CCN(CC)CC,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],ClCCCl,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,train_rows_250.csv,3,-18.45142,-10.954578
CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,COc1ccc(B(O)O)cc1.CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].ClCCCl,COc1ccc(NS(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,COc1ccc(B(O)O)cc1,CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClCCCl,CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1.COc1ccc(B(O)O)cc1,train_rows_250.csv,3,-0.5958735,11.453193
NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,CCN(CC)CC.O=S(=O)([O-])C(F)(F)F.[Cu+2].CO,COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,CCN(CC)CC,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CO,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,train_rows_250.csv,3,-18.347012,-7.133968
N#CCCCS(N)(=O)=O,COc1ccc(B(O)O)cc1.N#CCCCS(N)(=O)=O,CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CCOC(C)=O,COc1ccc(NS(=O)(=O)CCCC#N)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)CCCC#N)cc1,COc1ccc(B(O)O)cc1,N#CCCCS(N)(=O)=O,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CCOC(C)=O,COc1ccc(B(O)O)cc1.N#CCCCS(N)(=O)=O,train_rows_250.csv,3,8.771769,24.95026
CCOc1ccc(S(N)(=O)=O)cc1OCC,COc1ccc(B(O)O)cc1.CCOc1ccc(S(N)(=O)=O)cc1OCC,CN(C)c1ccncc1.CC(=O)[O-].[Cu+2].CO,CCOc1ccc(S(=O)(=O)Nc2ccc(OC)cc2)cc1OCC,CCOc1ccc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1OCC,COc1ccc(B(O)O)cc1,CCOc1ccc(S(N)(=O)=O)cc1OCC,CN(C)c1ccncc1,CC(=O)[O-].CC(=O)[O-].[Cu+2],CO,CCOc1ccc(S(N)(=O)=O)cc1OCC.COc1ccc(B(O)O)cc1,train_rows_250.csv,3,-20.617416,20.62961
CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,COc1ccc(B(O)O)cc1.CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,O=C([O-])[O-].[K+].CC(=O)[O-].[Cu+2].CCOC(C)=O,COc1ccc(NS(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,COc1ccc(B(O)O)cc1,CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,O=C([O-])[O-].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],CCOC(C)=O,CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1.COc1ccc(B(O)O)cc1,train_rows_250.csv,3,-0.47624406,11.461547
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,COc1ccc(B(O)O)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=C([O-])[O-].[Na+].CC(=O)[O-].[Cu+2].ClCCCl,COc1ccc(NS(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)cc1,COc1ccc(B(O)O)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=C([O-])[O-].[Na+].[Na+],CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,COc1ccc(B(O)O)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,train_rows_250.csv,3,12.090204,-8.340327
Cc1cc(CS(N)(=O)=O)no1,OB(O)c1ccc(C(F)(F)F)cc1.Cc1cc(CS(N)(=O)=O)no1,CN(C)c1ccncc1.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CO,Cc1cc(CS(=O)(=O)Nc2ccc(C(F)(F)F)cc2)no1,Cc1cc(CS(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)no1,OB(O)c1ccc(C(F)(F)F)cc1,Cc1cc(CS(N)(=O)=O)no1,CN(C)c1ccncc1,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,Cc1cc(CS(N)(=O)=O)no1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_250.csv,3,12.944281,13.540518
